CustomerID,CustomerName,City,RiskLevel,CustomerSegment
50,Customer_50,Adana,Medium,Individual
51,Customer_51,Istanbul,Low,Corporate
52,Customer_52,Antalya,Medium,Individual
53,Customer_53,Gaziantep,Low,Corporate
54,Customer_54,Istanbul,Low,Individual
55,Customer_55,Adana,Low,Corporate
56,Customer_56,Antalya,Medium,Individual
57,Customer_57,Trabzon,High,Individual
58,Customer_58,Izmir,Low,Individual
59,Customer_59,Istanbul,Low,Corporate
60,Customer_60,Ankara,Low,Individual
61,Customer_61,Trabzon,Low,Individual
62,Customer_62,Trabzon,Low,Individual
63,Customer_63,Trabzon,Low,Individual
64,Customer_64,Adana,Low,Individual
65,Customer_65,Adana,Medium,Individual
66,Customer_66,Izmir,Medium,Individual
67,Customer_67,Antalya,Low,Individual
68,Customer_68,Izmir,Low,Individual
69,Customer_69,Izmir,Low,Individual
70,Customer_70,Istanbul,Low,Individual
71,Customer_71,Izmir,Low,Individual
72,Customer_72,Gaziantep,Medium,Individual
73,Customer_73,Istanbul,Medium,Individual
74,Customer_74,Izmir,Low,Individual
75,Customer_75,Trabzon,Low,Corporate
76,Customer_76,Trabzon,Low,Individual
77,Customer_77,Bursa,Low,Individual
78,Customer_78,Adana,Low,Individual
79,Customer_79,Bursa,Low,Individual
80,Customer_80,Adana,Medium,Individual
81,Customer_81,Izmir,Low,Individual
82,Customer_82,Gaziantep,Medium,Individual
83,Customer_83,Izmir,Low,Individual
84,Customer_84,Trabzon,High,Individual
85,Customer_85,Istanbul,Low,Individual
86,Customer_86,Bursa,Low,Individual
87,Customer_87,Gaziantep,Medium,Corporate
88,Customer_88,Trabzon,High,Individual
89,Customer_89,Ankara,Medium,Individual
90,Customer_90,Gaziantep,Low,Individual
91,Customer_91,Gaziantep,Low,Individual
92,Customer_92,Trabzon,Low,Individual
93,Customer_93,Adana,Medium,Individual
94,Customer_94,Istanbul,Low,Individual
95,Customer_95,Ankara,High,Individual
96,Customer_96,Bursa,Medium,Individual
97,Customer_97,Gaziantep,Low,Individual
98,Customer_98,Istanbul,Medium,Individual
99,Customer_99,Istanbul,Medium,Corporate
100,Customer_100,Adana,Low,Corporate
101,Customer_101,Bursa,Medium,Individual
102,Customer_102,Trabzon,Medium,Individual
103,Customer_103,Istanbul,Medium,Individual
104,Customer_104,Istanbul,Low,Individual
105,Customer_105,Gaziantep,High,Individual
106,Customer_106,Istanbul,Medium,Individual
107,Customer_107,Antalya,Low,Individual
108,Customer_108,Bursa,High,Individual
109,Customer_109,Trabzon,Low,Individual
110,Customer_110,Ankara,Medium,Individual
111,Customer_111,Adana,Low,Individual
112,Customer_112,Istanbul,Low,Individual
113,Customer_113,Izmir,Low,Individual
114,Customer_114,Trabzon,Low,Individual
115,Customer_115,Antalya,Low,Individual
116,Customer_116,Ankara,Medium,Individual
117,Customer_117,Ankara,Low,Individual
118,Customer_118,Antalya,Low,Individual
119,Customer_119,Bursa,Low,Individual
120,Customer_120,Trabzon,Low,Individual
121,Customer_121,Ankara,Low,Individual
122,Customer_122,Adana,Medium,Corporate
123,Customer_123,Ankara,Low,Individual
124,Customer_124,Adana,Low,Individual
125,Customer_125,Antalya,Medium,Individual
126,Customer_126,Bursa,Low,Individual
127,Customer_127,Ankara,Low,Individual
128,Customer_128,Gaziantep,Low,Individual
129,Customer_129,Izmir,High,Individual
130,Customer_130,Adana,Low,Individual
131,Customer_131,Antalya,Low,Corporate
132,Customer_132,Gaziantep,Low,Individual
133,Customer_133,Gaziantep,Low,Individual
134,Customer_134,Bursa,High,Individual
135,Customer_135,Izmir,Medium,Individual
136,Customer_136,Izmir,Medium,Corporate
137,Customer_137,Bursa,High,Individual
138,Customer_138,Istanbul,Low,Individual
139,Customer_139,Trabzon,Low,Corporate
140,Customer_140,Adana,Medium,Individual
141,Customer_141,Adana,Medium,Individual
142,Customer_142,Gaziantep,Medium,Individual
143,Customer_143,Izmir,Medium,Individual
144,Customer_144,Trabzon,Low,Individual
145,Customer_145,Izmir,Low,Individual
146,Customer_146,Gaziantep,Low,Individual
147,Customer_147,Gaziantep,Low,Individual
148,Customer_148,Gaziantep,Low,Corporate
149,Customer_149,Gaziantep,High,Individual
150,Customer_150,Gaziantep,Low,Individual
151,Customer_151,Ankara,Medium,Individual
152,Customer_152,Bursa,Low,Individual
153,Customer_153,Ankara,Low,Individual
154,Customer_154,Izmir,Medium,Individual
155,Customer_155,Gaziantep,Low,Individual
156,Customer_156,Bursa,Medium,Individual
157,Customer_157,Bursa,Medium,Individual
158,Customer_158,Bursa,Low,Individual
159,Customer_159,Ankara,High,Individual
160,Customer_160,Bursa,Low,Individual
161,Customer_161,Trabzon,Low,Individual
162,Customer_162,Izmir,Medium,Corporate
163,Customer_163,Trabzon,Low,Individual
164,Customer_164,Ankara,Low,Individual
165,Customer_165,Istanbul,High,Individual
166,Customer_166,Istanbul,Low,Individual
167,Customer_167,Istanbul,Low,Corporate
168,Customer_168,Izmir,Low,Individual
169,Customer_169,Adana,Low,Individual
170,Customer_170,Istanbul,High,Individual
171,Customer_171,Trabzon,Low,Individual
172,Customer_172,Trabzon,High,Individual
173,Customer_173,Istanbul,Low,Individual
174,Customer_174,Izmir,Low,Corporate
175,Customer_175,Adana,Low,Individual
176,Customer_176,Istanbul,Medium,Individual
177,Customer_177,Istanbul,Low,Individual
178,Customer_178,Gaziantep,Medium,Individual
179,Customer_179,Ankara,Low,Individual
180,Customer_180,Antalya,Medium,Individual
181,Customer_181,Istanbul,Medium,Individual
182,Customer_182,Gaziantep,High,Individual
183,Customer_183,Adana,Medium,Individual
184,Customer_184,Gaziantep,Low,Individual
185,Customer_185,Ankara,High,Individual
186,Customer_186,Antalya,Medium,Individual
187,Customer_187,Adana,Low,Individual
188,Customer_188,Gaziantep,Low,Individual
189,Customer_189,Trabzon,Medium,Individual
190,Customer_190,Istanbul,Low,Individual
191,Customer_191,Antalya,Low,Individual
192,Customer_192,Antalya,Low,Individual
193,Customer_193,Izmir,Medium,Corporate
194,Customer_194,Istanbul,Low,Individual
195,Customer_195,Trabzon,Medium,Individual
196,Customer_196,Istanbul,Low,Individual
197,Customer_197,Antalya,Low,Individual
198,Customer_198,Izmir,Low,Individual
199,Customer_199,Adana,Low,Individual
200,Customer_200,Adana,High,Individual
201,Customer_201,Istanbul,Low,Individual
202,Customer_202,Antalya,Medium,Individual
203,Customer_203,Bursa,Medium,Individual
204,Customer_204,Trabzon,Medium,Individual
205,Customer_205,Izmir,Low,Corporate
206,Customer_206,Gaziantep,Medium,Individual
207,Customer_207,Bursa,Medium,Individual
208,Customer_208,Trabzon,Medium,Corporate
209,Customer_209,Gaziantep,Low,Individual
210,Customer_210,Trabzon,Low,Individual
211,Customer_211,Trabzon,Medium,Individual
212,Customer_212,Istanbul,Medium,Individual
213,Customer_213,Antalya,Medium,Individual
214,Customer_214,Adana,Low,Individual
215,Customer_215,Bursa,Low,Individual
216,Customer_216,Bursa,Medium,Individual
217,Customer_217,Bursa,Low,Individual
218,Customer_218,Izmir,Medium,Individual
219,Customer_219,Istanbul,Medium,Individual
220,Customer_220,Trabzon,Low,Individual
221,Customer_221,Istanbul,Low,Individual
222,Customer_222,Trabzon,High,Individual
223,Customer_223,Gaziantep,Medium,Individual
224,Customer_224,Istanbul,Low,Corporate
225,Customer_225,Bursa,High,Individual
226,Customer_226,Ankara,Low,Individual
227,Customer_227,Bursa,Medium,Individual
228,Customer_228,Antalya,Low,Corporate
229,Customer_229,Trabzon,Low,Individual
230,Customer_230,Bursa,High,Individual
231,Customer_231,Trabzon,Low,Individual
232,Customer_232,Adana,Medium,Corporate
233,Customer_233,Ankara,Low,Corporate
234,Customer_234,Bursa,High,Corporate
235,Customer_235,Istanbul,Medium,Individual
236,Customer_236,Izmir,Low,Individual
237,Customer_237,Trabzon,High,Individual
238,Customer_238,Ankara,Low,Individual
239,Customer_239,Adana,Low,Individual
240,Customer_240,Gaziantep,Low,Individual
241,Customer_241,Antalya,Medium,Individual
242,Customer_242,Izmir,Medium,Corporate
243,Customer_243,Antalya,Medium,Individual
244,Customer_244,Adana,Low,Individual
245,Customer_245,Gaziantep,High,Individual
246,Customer_246,Gaziantep,Medium,Individual
247,Customer_247,Adana,Medium,Individual
248,Customer_248,Izmir,Low,Individual
249,Customer_249,Izmir,Medium,Individual
250,Customer_250,Ankara,Medium,Corporate
251,Customer_251,Bursa,Low,Individual
252,Customer_252,Ankara,Low,Individual
253,Customer_253,Adana,Medium,Individual
254,Customer_254,Ankara,Low,Individual
255,Customer_255,Antalya,Low,Corporate
256,Customer_256,Bursa,Low,Individual
257,Customer_257,Ankara,Low,Individual
258,Customer_258,Gaziantep,Low,Individual
259,Customer_259,Istanbul,Medium,Individual
260,Customer_260,Ankara,High,Individual
261,Customer_261,Izmir,Low,Individual
262,Customer_262,Bursa,Low,Individual
263,Customer_263,Bursa,Low,Individual
264,Customer_264,Istanbul,Low,Individual
265,Customer_265,Izmir,Low,Individual
266,Customer_266,Trabzon,Low,Individual
267,Customer_267,Izmir,High,Individual
268,Customer_268,Gaziantep,Low,Individual
269,Customer_269,Ankara,Low,Individual
270,Customer_270,Gaziantep,Medium,Individual
271,Customer_271,Istanbul,High,Individual
272,Customer_272,Gaziantep,Low,Individual
273,Customer_273,Trabzon,High,Individual
274,Customer_274,Istanbul,Low,Individual
275,Customer_275,Ankara,Medium,Individual
276,Customer_276,Izmir,Medium,Individual
277,Customer_277,Trabzon,Low,Individual
278,Customer_278,Gaziantep,Low,Individual
279,Customer_279,Izmir,High,Individual
280,Customer_280,Adana,Low,Individual
281,Customer_281,Antalya,Low,Individual
282,Customer_282,Izmir,High,Corporate
283,Customer_283,Gaziantep,High,Corporate
284,Customer_284,Istanbul,Low,Individual
285,Customer_285,Antalya,Medium,Corporate
286,Customer_286,Gaziantep,Low,Individual
287,Customer_287,Istanbul,Low,Individual
288,Customer_288,Adana,Medium,Individual
289,Customer_289,Antalya,Low,Individual
290,Customer_290,Bursa,Medium,Individual
291,Customer_291,Istanbul,Medium,Individual
292,Customer_292,Istanbul,Low,Individual
293,Customer_293,Antalya,Low,Individual
294,Customer_294,Istanbul,Low,Individual
295,Customer_295,Istanbul,Low,Individual
296,Customer_296,Gaziantep,Low,Individual
297,Customer_297,Trabzon,High,Individual
298,Customer_298,Izmir,High,Individual
299,Customer_299,Izmir,Low,Individual
300,Customer_300,Izmir,Medium,Individual
301,Customer_301,Adana,Medium,Individual
302,Customer_302,Ankara,Low,Individual
303,Customer_303,Gaziantep,Low,Individual
304,Customer_304,Trabzon,High,Individual
305,Customer_305,Ankara,Low,Individual
306,Customer_306,Ankara,Low,Individual
307,Customer_307,Trabzon,Low,Individual
308,Customer_308,Istanbul,Low,Corporate
309,Customer_309,Bursa,Low,Individual
310,Customer_310,Antalya,Medium,Individual
311,Customer_311,Gaziantep,Medium,Individual
312,Customer_312,Trabzon,Medium,Individual
313,Customer_313,Ankara,Medium,Corporate
314,Customer_314,Ankara,Medium,Individual
315,Customer_315,Gaziantep,Low,Corporate
316,Customer_316,Izmir,Low,Individual
317,Customer_317,Trabzon,Medium,Individual
318,Customer_318,Ankara,Medium,Individual
319,Customer_319,Adana,Low,Corporate
320,Customer_320,Adana,Low,Individual
321,Customer_321,Trabzon,Medium,Individual
322,Customer_322,Adana,Medium,Corporate
323,Customer_323,Adana,Low,Individual
324,Customer_324,Gaziantep,High,Individual
325,Customer_325,Antalya,Low,Individual
326,Customer_326,Antalya,Low,Individual
327,Customer_327,Istanbul,High,Individual
328,Customer_328,Gaziantep,Low,Corporate
329,Customer_329,Istanbul,Medium,Individual
330,Customer_330,Gaziantep,Low,Individual
331,Customer_331,Adana,Low,Individual
332,Customer_332,Gaziantep,Medium,Individual
333,Customer_333,Bursa,Low,Corporate
334,Customer_334,Adana,Medium,Individual
335,Customer_335,Antalya,Low,Individual
336,Customer_336,Izmir,High,Individual
337,Customer_337,Adana,Low,Individual
338,Customer_338,Trabzon,High,Individual
339,Customer_339,Istanbul,Low,Individual
340,Customer_340,Adana,Low,Individual
341,Customer_341,Bursa,Low,Individual
342,Customer_342,Bursa,Low,Individual
343,Customer_343,Istanbul,Medium,Individual
344,Customer_344,Antalya,Low,Corporate
345,Customer_345,Adana,Low,Individual
346,Customer_346,Izmir,Low,Individual
347,Customer_347,Antalya,Low,Individual
348,Customer_348,Gaziantep,Low,Individual
349,Customer_349,Antalya,Low,Individual
350,Customer_350,Antalya,Low,Individual
351,Customer_351,Trabzon,Low,Individual
352,Customer_352,Ankara,Medium,Individual
353,Customer_353,Trabzon,Low,Corporate
354,Customer_354,Antalya,Low,Corporate
355,Customer_355,Bursa,Low,Individual
356,Customer_356,Izmir,Medium,Corporate
357,Customer_357,Antalya,Low,Individual
358,Customer_358,Ankara,Medium,Individual
359,Customer_359,Bursa,Low,Individual
360,Customer_360,Ankara,Medium,Individual
361,Customer_361,Antalya,Low,Individual
362,Customer_362,Gaziantep,Low,Individual
363,Customer_363,Ankara,Low,Individual
364,Customer_364,Gaziantep,High,Individual
365,Customer_365,Trabzon,Low,Individual
366,Customer_366,Antalya,High,Individual
367,Customer_367,Gaziantep,Low,Corporate
368,Customer_368,Antalya,Low,Corporate
369,Customer_369,Istanbul,Low,Individual
370,Customer_370,Ankara,Low,Individual
371,Customer_371,Izmir,Low,Individual
372,Customer_372,Izmir,Low,Individual
373,Customer_373,Adana,Low,Individual
374,Customer_374,Antalya,Low,Individual
375,Customer_375,Adana,Medium,Individual
376,Customer_376,Trabzon,Low,Individual
377,Customer_377,Trabzon,Medium,Individual
378,Customer_378,Trabzon,Low,Individual
379,Customer_379,Izmir,Low,Individual
380,Customer_380,Antalya,Low,Individual
381,Customer_381,Bursa,Low,Individual
382,Customer_382,Izmir,Low,Individual
383,Customer_383,Adana,Low,Individual
384,Customer_384,Bursa,Low,Individual
385,Customer_385,Istanbul,Medium,Individual
386,Customer_386,Adana,Medium,Corporate
387,Customer_387,Gaziantep,Low,Individual
388,Customer_388,Trabzon,Low,Individual
389,Customer_389,Ankara,Low,Corporate
390,Customer_390,Adana,Low,Corporate
391,Customer_391,Izmir,Low,Corporate
392,Customer_392,Antalya,Low,Individual
393,Customer_393,Antalya,Low,Individual
394,Customer_394,Antalya,Medium,Individual
395,Customer_395,Izmir,High,Individual
396,Customer_396,Istanbul,High,Individual
397,Customer_397,Adana,Low,Individual
398,Customer_398,Bursa,Medium,Individual
399,Customer_399,Izmir,High,Individual
400,Customer_400,Adana,Medium,Individual
401,Customer_401,Gaziantep,Low,Individual
402,Customer_402,Adana,Low,Individual
403,Customer_403,Izmir,Low,Individual
404,Customer_404,Antalya,Low,Individual
405,Customer_405,Adana,Low,Individual
406,Customer_406,Antalya,Medium,Individual
407,Customer_407,Gaziantep,Medium,Individual
408,Customer_408,Istanbul,Low,Individual
409,Customer_409,Izmir,Low,Individual
410,Customer_410,Ankara,Medium,Individual
411,Customer_411,Ankara,Medium,Individual
412,Customer_412,Bursa,Low,Individual
413,Customer_413,Bursa,Low,Individual
414,Customer_414,Ankara,Low,Individual
415,Customer_415,Istanbul,Low,Individual
416,Customer_416,Izmir,Medium,Individual
417,Customer_417,Trabzon,Medium,Individual
418,Customer_418,Izmir,High,Corporate
419,Customer_419,Antalya,Medium,Individual
420,Customer_420,Istanbul,Low,Individual
421,Customer_421,Trabzon,Low,Individual
422,Customer_422,Antalya,Low,Individual
423,Customer_423,Gaziantep,Low,Corporate
424,Customer_424,Gaziantep,Low,Individual
425,Customer_425,Antalya,Medium,Individual
426,Customer_426,Trabzon,Low,Individual
427,Customer_427,Adana,Low,Individual
428,Customer_428,Antalya,Medium,Individual
429,Customer_429,Bursa,Low,Individual
430,Customer_430,Istanbul,Low,Individual
431,Customer_431,Gaziantep,Low,Individual
432,Customer_432,Adana,Low,Corporate
433,Customer_433,Adana,Medium,Individual
434,Customer_434,Ankara,Medium,Individual
435,Customer_435,Adana,Low,Individual
436,Customer_436,Ankara,Low,Individual
437,Customer_437,Trabzon,Medium,Individual
438,Customer_438,Bursa,Medium,Individual
439,Customer_439,Trabzon,Medium,Individual
440,Customer_440,Izmir,Medium,Individual
441,Customer_441,Bursa,Low,Individual
442,Customer_442,Bursa,Low,Individual
443,Customer_443,Izmir,Medium,Individual
444,Customer_444,Antalya,Medium,Individual
445,Customer_445,Trabzon,Medium,Individual
446,Customer_446,Gaziantep,Medium,Corporate
447,Customer_447,Ankara,Low,Individual
448,Customer_448,Gaziantep,Low,Individual
449,Customer_449,Adana,Low,Individual
450,Customer_450,Istanbul,Low,Individual
451,Customer_451,Istanbul,Medium,Individual
452,Customer_452,Izmir,Low,Individual
453,Customer_453,Trabzon,Low,Individual
454,Customer_454,Adana,Medium,Individual
455,Customer_455,Antalya,Medium,Individual
456,Customer_456,Bursa,Low,Individual
457,Customer_457,Gaziantep,Low,Corporate
458,Customer_458,Ankara,Medium,Individual
459,Customer_459,Istanbul,Medium,Corporate
460,Customer_460,Antalya,Medium,Individual
461,Customer_461,Istanbul,Low,Individual
462,Customer_462,Trabzon,Low,Individual
463,Customer_463,Trabzon,Low,Individual
464,Customer_464,Trabzon,Low,Corporate
465,Customer_465,Trabzon,Medium,Individual
466,Customer_466,Ankara,Medium,Individual
467,Customer_467,Istanbul,Medium,Individual
468,Customer_468,Izmir,Low,Individual
469,Customer_469,Adana,Medium,Individual
470,Customer_470,Bursa,Low,Corporate
471,Customer_471,Antalya,Medium,Corporate
472,Customer_472,Bursa,Medium,Individual
473,Customer_473,Adana,Medium,Individual
474,Customer_474,Bursa,Low,Corporate
475,Customer_475,Istanbul,Low,Individual
476,Customer_476,Antalya,Medium,Individual
477,Customer_477,Istanbul,Medium,Individual
478,Customer_478,Ankara,Low,Individual
479,Customer_479,Bursa,Medium,Individual
480,Customer_480,Izmir,Medium,Individual
481,Customer_481,Adana,Low,Individual
482,Customer_482,Antalya,Low,Individual
483,Customer_483,Gaziantep,Low,Individual
484,Customer_484,Trabzon,Low,Individual
485,Customer_485,Antalya,Low,Corporate
486,Customer_486,Trabzon,Low,Individual
487,Customer_487,Antalya,Low,Individual
488,Customer_488,Izmir,Medium,Individual
489,Customer_489,Bursa,Low,Individual
490,Customer_490,Izmir,Low,Corporate
491,Customer_491,Adana,Low,Individual
492,Customer_492,Bursa,Low,Individual
493,Customer_493,Bursa,Medium,Individual
494,Customer_494,Trabzon,Low,Individual
495,Customer_495,Gaziantep,Low,Individual
496,Customer_496,Istanbul,Low,Individual
497,Customer_497,Trabzon,Medium,Individual
498,Customer_498,Ankara,Low,Individual
499,Customer_499,Antalya,Low,Individual
500,Customer_500,Gaziantep,High,Corporate
501,Customer_501,Bursa,Low,Individual
502,Customer_502,Adana,Medium,Corporate
503,Customer_503,Gaziantep,Low,Corporate
504,Customer_504,Ankara,Low,Individual
505,Customer_505,Istanbul,Low,Individual
506,Customer_506,Adana,Low,Individual
507,Customer_507,Trabzon,Medium,Corporate
508,Customer_508,Trabzon,Low,Individual
509,Customer_509,Bursa,Low,Individual
510,Customer_510,Adana,Low,Individual
511,Customer_511,Izmir,Low,Individual
512,Customer_512,Bursa,Low,Individual
513,Customer_513,Adana,Low,Individual
514,Customer_514,Gaziantep,Medium,Corporate
515,Customer_515,Izmir,Low,Individual
516,Customer_516,Izmir,Medium,Individual
517,Customer_517,Trabzon,Low,Individual
518,Customer_518,Bursa,Medium,Individual
519,Customer_519,Trabzon,Low,Individual
520,Customer_520,Bursa,High,Individual
521,Customer_521,Adana,Low,Individual
522,Customer_522,Bursa,Medium,Individual
523,Customer_523,Bursa,Low,Individual
524,Customer_524,Bursa,Low,Individual
525,Customer_525,Gaziantep,Low,Corporate
526,Customer_526,Antalya,Low,Individual
527,Customer_527,Istanbul,Low,Individual
528,Customer_528,Adana,Low,Individual
529,Customer_529,Antalya,Medium,Individual
530,Customer_530,Bursa,Medium,Individual
531,Customer_531,Izmir,Low,Individual
532,Customer_532,Istanbul,Low,Individual
533,Customer_533,Antalya,Low,Individual
534,Customer_534,Antalya,High,Individual
535,Customer_535,Izmir,Low,Individual
536,Customer_536,Gaziantep,High,Individual
537,Customer_537,Bursa,Low,Individual
538,Customer_538,Bursa,Low,Individual
539,Customer_539,Izmir,Low,Individual
540,Customer_540,Trabzon,Low,Individual
541,Customer_541,Antalya,Medium,Individual
542,Customer_542,Gaziantep,Low,Individual
543,Customer_543,Antalya,Low,Individual
544,Customer_544,Bursa,Medium,Individual
545,Customer_545,Bursa,Low,Individual
546,Customer_546,Antalya,Low,Individual
547,Customer_547,Trabzon,Low,Individual
548,Customer_548,Ankara,Low,Corporate
549,Customer_549,Bursa,Low,Corporate
550,Customer_550,Ankara,Medium,Individual
551,Customer_551,Izmir,Medium,Individual
552,Customer_552,Izmir,Low,Individual
553,Customer_553,Istanbul,Medium,Corporate
554,Customer_554,Trabzon,Medium,Individual
555,Customer_555,Bursa,Medium,Individual
556,Customer_556,Istanbul,Low,Individual
557,Customer_557,Antalya,Medium,Individual
558,Customer_558,Istanbul,Low,Individual
559,Customer_559,Adana,Medium,Individual
560,Customer_560,Trabzon,Low,Individual
561,Customer_561,Adana,Medium,Individual
562,Customer_562,Trabzon,Medium,Individual
563,Customer_563,Trabzon,Low,Corporate
564,Customer_564,Trabzon,Low,Individual
565,Customer_565,Izmir,Medium,Individual
566,Customer_566,Antalya,Medium,Individual
567,Customer_567,Ankara,Medium,Individual
568,Customer_568,Antalya,Medium,Corporate
569,Customer_569,Adana,High,Individual
570,Customer_570,Bursa,Low,Individual
571,Customer_571,Trabzon,Medium,Corporate
572,Customer_572,Izmir,Medium,Individual
573,Customer_573,Antalya,Low,Individual
574,Customer_574,Antalya,Medium,Individual
575,Customer_575,Gaziantep,Low,Individual
576,Customer_576,Ankara,Low,Individual
577,Customer_577,Istanbul,Medium,Individual
578,Customer_578,Izmir,Medium,Individual
579,Customer_579,Izmir,Low,Individual
580,Customer_580,Antalya,Low,Individual
581,Customer_581,Gaziantep,Low,Individual
582,Customer_582,Trabzon,Low,Corporate
583,Customer_583,Bursa,Medium,Corporate
584,Customer_584,Bursa,Low,Individual
585,Customer_585,Istanbul,High,Individual
586,Customer_586,Trabzon,Low,Individual
587,Customer_587,Ankara,Low,Individual
588,Customer_588,Izmir,Low,Individual
589,Customer_589,Antalya,Medium,Corporate
590,Customer_590,Bursa,Low,Individual
591,Customer_591,Istanbul,Medium,Individual
592,Customer_592,Trabzon,Low,Individual
593,Customer_593,Istanbul,Low,Individual
594,Customer_594,Istanbul,High,Individual
595,Customer_595,Trabzon,Low,Individual
596,Customer_596,Antalya,Medium,Individual
597,Customer_597,Ankara,Medium,Individual
598,Customer_598,Gaziantep,Low,Individual
599,Customer_599,Izmir,Medium,Individual
600,Customer_600,Istanbul,Low,Individual
601,Customer_601,Izmir,High,Individual
602,Customer_602,Antalya,Medium,Individual
603,Customer_603,Bursa,Medium,Individual
604,Customer_604,Trabzon,Medium,Individual
605,Customer_605,Izmir,Low,Individual
606,Customer_606,Antalya,Low,Individual
607,Customer_607,Bursa,Medium,Individual
608,Customer_608,Istanbul,Medium,Individual
609,Customer_609,Istanbul,Low,Individual
610,Customer_610,Izmir,Medium,Individual
611,Customer_611,Trabzon,Medium,Individual
612,Customer_612,Bursa,Low,Individual
613,Customer_613,Istanbul,Medium,Individual
614,Customer_614,Bursa,Low,Individual
615,Customer_615,Ankara,Low,Individual
616,Customer_616,Antalya,Low,Individual
617,Customer_617,Adana,High,Individual
618,Customer_618,Antalya,Low,Individual
619,Customer_619,Bursa,Low,Corporate
620,Customer_620,Adana,Low,Corporate
621,Customer_621,Trabzon,Medium,Individual
622,Customer_622,Istanbul,Medium,Individual
623,Customer_623,Ankara,Medium,Individual
624,Customer_624,Gaziantep,High,Individual
625,Customer_625,Gaziantep,Low,Corporate
626,Customer_626,Antalya,Low,Individual
627,Customer_627,Adana,Medium,Corporate
628,Customer_628,Ankara,Medium,Individual
629,Customer_629,Izmir,Low,Individual
630,Customer_630,Gaziantep,Low,Individual
631,Customer_631,Adana,Medium,Individual
632,Customer_632,Adana,Low,Individual
633,Customer_633,Antalya,Low,Individual
634,Customer_634,Adana,Low,Individual
635,Customer_635,Trabzon,Low,Individual
636,Customer_636,Trabzon,Low,Individual
637,Customer_637,Izmir,Low,Individual
638,Customer_638,Istanbul,Low,Individual
639,Customer_639,Gaziantep,Low,Corporate
640,Customer_640,Bursa,Low,Individual
641,Customer_641,Adana,Low,Individual
642,Customer_642,Ankara,Medium,Individual
643,Customer_643,Antalya,Low,Individual
644,Customer_644,Adana,Low,Individual
645,Customer_645,Bursa,High,Individual
646,Customer_646,Adana,Low,Individual
647,Customer_647,Adana,Low,Corporate
648,Customer_648,Ankara,Low,Individual
649,Customer_649,Trabzon,Medium,Corporate
650,Customer_650,Trabzon,Low,Individual
651,Customer_651,Trabzon,Low,Individual
652,Customer_652,Bursa,Low,Individual
653,Customer_653,Gaziantep,High,Individual
654,Customer_654,Izmir,Medium,Individual
655,Customer_655,Izmir,Medium,Individual
656,Customer_656,Adana,Low,Individual
657,Customer_657,Bursa,Medium,Individual
658,Customer_658,Gaziantep,High,Individual
659,Customer_659,Gaziantep,Low,Corporate
660,Customer_660,Izmir,Low,Individual
661,Customer_661,Gaziantep,Low,Individual
662,Customer_662,Trabzon,Medium,Individual
663,Customer_663,Istanbul,High,Individual
664,Customer_664,Istanbul,Low,Corporate
665,Customer_665,Bursa,Low,Individual
666,Customer_666,Ankara,Low,Individual
667,Customer_667,Trabzon,Low,Individual
668,Customer_668,Adana,Medium,Individual
669,Customer_669,Gaziantep,Medium,Individual
670,Customer_670,Ankara,Medium,Individual
671,Customer_671,Bursa,Low,Individual
